video,track_id,n_frames,first_frame,last_frame,path_len_px,net_disp_px,straightness,net_turn_deg,total_turn_deg,median_speed_px_per_frame,median_speed_px_per_s,mean_kappa,median_kappa,p90_kappa,max_kappa,min_radius_px,median_abs_omega_rad_s,p90_abs_omega_rad_s,max_abs_omega_rad_s,curvature_class,turn_class
MVI_40962,88,20,1856,1875,28.85,28.12,0.9747,30.28,42.93,1.426,35.66,0.034197,0.017035,0.101157,0.108282,9.24,0.63801,2.05533,2.37979,curved,gentle
MVI_40962,89,10,1866,1875,7.45,7.41,0.9936,14.35,14.35,0.814,20.34,0.056699,0.034594,0.125642,0.189298,5.28,0.79892,1.81026,2.40589,unknown,unknown
MVI_40962,90,5,1871,1875,4.77,4.77,1.0,0.11,0.11,1.193,29.82,0.000404,0.000404,0.000406,0.000407,2459.11,0.01205,0.01209,0.0121,unknown,unknown
MVI_40963,1,81,1,81,526.23,523.18,0.9942,29.6,72.05,5.17,129.25,0.005569,0.002318,0.020762,0.029623,33.76,0.3482,1.29313,1.71785,curved,gentle
MVI_40963,2,71,1,71,487.69,486.04,0.9966,31.86,57.02,5.081,127.03,0.003247,0.002117,0.008699,0.014623,68.38,0.28681,0.8273,2.08313,curved,gentle
MVI_40963,3,91,1,91,473.13,470.12,0.9936,122.17,172.4,3.42,85.5,0.032359,0.002131,0.019989,0.825049,1.21,0.26547,0.90697,11.48752,curved,sharp
MVI_40963,4,26,1,26,320.42,317.46,0.9908,9.59,52.33,12.332,308.3,0.003605,0.002864,0.007772,0.009523,105.01,1.00361,1.82049,2.56765,straight,straight
MVI_40963,5,31,1,31,325.03,324.87,0.9995,2.94,12.13,10.182,254.54,0.000823,0.000688,0.00135,0.003459,289.13,0.15401,0.34501,0.67384,straight,straight
MVI_40963,6,21,1,21,81.82,80.96,0.9894,20.19,35.01,3.957,98.93,0.007905,0.0048,0.015792,0.017636,56.7,0.55812,1.40391,1.50726,curved,gentle
MVI_40963,7,6,1,6,10.73,10.73,1.0,0.0,0.0,2.147,53.67,0.0,0.0,0.0,0.0,17711524971906.81,0.0,0.0,0.0,unknown,unknown
MVI_40963,8,56,6,61,303.17,296.15,0.9768,21.34,85.66,5.057,126.42,0.012603,0.003843,0.020793,0.275016,3.64,0.48575,1.75693,4.03693,curved,gentle
MVI_40963,9,56,21,76,186.77,182.36,0.9764,30.86,73.68,3.486,87.16,0.007432,0.005274,0.016547,0.022489,44.47,0.39999,1.38335,2.31004,curved,gentle
MVI_40963,10,31,51,81,76.59,73.12,0.9548,32.06,93.21,2.673,66.84,0.027565,0.025565,0.049953,0.077818,12.85,1.67732,2.4554,3.10361,curved,gentle
MVI_40963,11,66,71,136,181.18,173.21,0.956,21.03,195.46,2.804,70.1,0.027179,0.015295,0.056937,0.141991,7.04,1.11286,3.6549,5.17789,curved,gentle
MVI_40963,12,86,76,161,540.75,539.62,0.9979,6.97,76.05,3.938,98.45,0.014657,0.001899,0.050858,0.161562,6.19,0.25466,1.34018,2.07264,straight,straight
MVI_40963,13,106,106,211,635.16,628.92,0.9902,6.36,116.5,4.627,115.67,0.008795,0.002514,0.03265,0.057268,17.46,0.37338,1.40715,2.2034,straight,straight
MVI_40963,14,61,211,271,293.13,280.92,0.9583,0.83,174.45,4.111,102.77,0.022792,0.007197,0.065419,0.204118,4.9,1.23566,3.00985,6.38013,curved,straight
MVI_40963,15,96,226,321,535.87,534.02,0.9966,21.08,57.77,3.725,93.13,0.00845,0.001491,0.02709,0.073397,13.62,0.16769,0.88125,1.6319,curved,gentle
MVI_40963,16,66,286,351,302.06,294.68,0.9756,40.98,144.83,4.005,100.12,0.027475,0.004613,0.051168,0.326111,3.07,0.40385,2.33359,7.30591,curved,gentle
MVI_40963,17,51,301,351,190.77,187.6,0.9834,27.08,56.8,4.091,102.28,0.006488,0.005214,0.016857,0.021455,46.61,0.36973,1.25154,1.85707,curved,gentle
MVI_40963,18,111,306,416,545.72,543.82,0.9965,18.57,101.83,2.823,70.59,0.017571,0.004294,0.061862,0.128723,7.77,0.36856,1.4744,2.37831,straight,gentle
MVI_40963,19,71,316,386,317.1,309.33,0.9755,7.74,116.67,3.778,94.45,0.010255,0.007062,0.029147,0.036832,27.15,0.64532,1.41505,3.28263,straight,straight
MVI_40963,20,71,371,441,296.88,290.58,0.9788,32.15,96.58,4.198,104.95,0.01244,0.00541,0.020634,0.24132,4.14,0.53471,1.53323,3.56329,curved,gentle
MVI_40963,21,91,376,466,649.87,647.51,0.9964,34.49,79.68,4.64,116.0,0.009047,0.002249,0.032621,0.056874,17.58,0.35466,1.06154,2.06789,curved,gentle
MVI_40963,22,86,381,466,529.94,528.67,0.9976,18.09,58.26,4.095,102.37,0.004407,0.001219,0.015746,0.028228,35.43,0.18434,0.84479,1.96533,straight,gentle
MVI_40963,23,46,406,451,207.41,201.9,0.9734,61.23,64.39,5.262,131.54,0.009217,0.003578,0.027771,0.059749,16.74,0.34796,1.74432,2.8472,curved,sharp
MVI_40963,24,86,426,511,513.65,510.01,0.9929,12.91,113.53,3.497,87.42,0.022235,0.002691,0.058407,0.292282,3.42,0.39146,1.48163,3.69567,straight,gentle
MVI_40963,25,36,441,476,116.58,112.14,0.9619,47.13,59.83,3.231,80.76,0.009208,0.005738,0.023018,0.030152,33.16,0.42729,2.01492,2.64386,curved,sharp
MVI_40963,26,81,471,551,635.02,632.86,0.9966,38.07,69.82,5.016,125.4,0.007014,0.001802,0.023853,0.053025,18.86,0.27438,0.89097,1.97595,curved,gentle
MVI_40963,27,81,481,561,475.12,474.36,0.9984,15.83,46.41,4.066,101.65,0.010822,0.001292,0.039389,0.105394,9.49,0.17065,1.10413,2.47324,straight,gentle
MVI_40963,28,31,491,521,117.55,114.58,0.9747,6.76,63.8,3.618,90.45,0.010955,0.00947,0.017733,0.023493,42.57,0.81216,1.89875,2.42177,straight,straight
MVI_40963,29,86,516,601,626.9,624.48,0.9961,8.95,86.63,4.569,114.23,0.007511,0.002502,0.02578,0.053989,18.52,0.36075,1.12131,2.27928,straight,straight
MVI_40963,30,76,516,591,328.87,319.02,0.9701,36.45,189.3,4.043,101.07,0.015075,0.009857,0.039371,0.05557,18.0,0.9142,2.61441,5.06437,curved,gentle
MVI_40963,31,91,556,646,647.91,646.07,0.9972,24.71,53.48,4.47,111.76,0.004239,0.000773,0.011238,0.04153,24.08,0.11412,0.78761,2.12681,curved,gentle
MVI_40963,32,81,556,636,337.52,326.37,0.967,23.97,226.51,4.243,106.06,0.021412,0.013689,0.055967,0.09319,10.73,1.37147,2.58701,2.95025,curved,gentle
MVI_40963,33,111,556,666,197.34,186.79,0.9466,22.64,388.3,1.748,43.7,0.053393,0.020594,0.103443,0.708934,1.41,1.07852,3.19683,9.54106,curved,gentle
MVI_40963,34,91,571,661,536.97,536.28,0.9987,2.35,44.73,3.997,99.93,0.006243,0.001431,0.022305,0.044944,22.25,0.19838,0.54167,1.07743,straight,straight
MVI_40963,35,81,601,681,327.4,320.65,0.9794,38.44,92.37,3.64,91.01,0.007856,0.004843,0.018123,0.042081,23.76,0.3968,1.38123,2.05385,curved,gentle
MVI_40963,36,96,606,701,495.14,493.14,0.996,8.6,98.83,3.32,83.01,0.021684,0.001659,0.080407,0.181283,5.52,0.18422,1.65778,2.81291,straight,straight
MVI_40963,37,161,611,771,661.71,654.02,0.9884,19.17,171.76,3.056,76.41,0.016203,0.003664,0.04736,0.168877,5.92,0.38606,1.21667,3.49614,straight,gentle
MVI_40963,38,11,611,621,44.24,44.18,0.9988,9.85,9.85,4.418,110.46,0.00399,0.003823,0.005417,0.00593,168.62,0.42232,0.53275,0.56591,unknown,unknown
MVI_40963,39,86,636,721,323.53,316.06,0.9769,54.14,133.96,3.422,85.56,0.013447,0.007533,0.032368,0.057197,17.48,0.67973,1.80776,2.43993,curved,sharp
MVI_40963,40,101,641,741,493.93,492.09,0.9963,88.51,146.22,3.37,84.26,0.032714,0.00311,0.081559,0.384498,2.6,0.34237,1.35066,5.91253,curved,sharp
MVI_40963,41,81,651,731,223.01,215.6,0.9668,60.77,109.61,2.894,72.35,0.011433,0.006387,0.028271,0.051308,19.49,0.43322,1.74823,2.36196,curved,sharp
MVI_40963,42,86,691,776,512.44,511.72,0.9986,4.16,45.46,3.687,92.17,0.006832,0.000979,0.024932,0.050716,19.72,0.15892,0.72408,1.59833,straight,straight
MVI_40963,43,91,696,786,325.34,316.14,0.9717,0.47,160.88,3.216,80.41,0.01698,0.008696,0.037632,0.081808,12.22,0.78719,1.83081,2.18264,straight,straight
MVI_40963,44,81,701,781,213.09,208.63,0.9791,44.18,129.94,2.831,70.77,0.016162,0.010442,0.040573,0.06066,16.49,0.79683,1.4198,1.87606,curved,gentle
MVI_40963,45,31,711,741,106.76,102.28,0.958,36.49,52.62,3.451,86.27,0.008542,0.005751,0.020651,0.02558,39.09,0.48446,1.96297,2.39465,curved,gentle
MVI_40963,46,81,726,806,217.48,211.87,0.9742,53.44,107.65,2.891,72.27,0.01493,0.005873,0.036264,0.097827,10.22,0.45824,1.54963,2.65677,curved,sharp
MVI_40963,47,116,731,846,523.2,522.33,0.9983,0.45,98.12,2.855,71.38,0.016994,0.002772,0.037808,0.171594,5.83,0.26157,1.28924,2.93808,straight,straight
MVI_40963,48,91,731,821,546.25,544.34,0.9965,33.24,93.27,3.847,96.17,0.018104,0.002628,0.07315,0.124494,8.03,0.33726,1.64279,3.11865,curved,gentle
MVI_40963,49,31,746,776,107.22,103.3,0.9635,34.42,44.17,3.234,80.85,0.00648,0.004467,0.019165,0.021642,46.21,0.31417,1.93653,2.16255,curved,gentle
MVI_40963,50,71,761,831,168.8,163.68,0.9697,56.89,131.03,2.614,65.35,0.024547,0.012496,0.044361,0.294049,3.4,0.68709,2.22657,4.36678,curved,sharp
MVI_40963,51,116,766,881,562.92,560.8,0.9962,1.73,101.26,2.967,74.17,0.016953,0.003308,0.025598,0.294759,3.39,0.31943,0.93938,4.17636,straight,straight
MVI_40963,52,81,781,861,312.19,302.61,0.9693,41.05,153.43,3.583,89.58,0.018084,0.008603,0.043118,0.089625,11.16,0.86256,2.11154,4.79917,curved,gentle
MVI_40963,53,111,791,901,629.91,627.64,0.9964,34.67,65.19,3.449,86.21,0.0078,0.001562,0.022174,0.066437,15.05,0.18506,0.85203,1.90792,curved,gentle
MVI_40963,54,111,796,906,529.28,527.93,0.9974,61.47,144.35,2.88,72.0,0.030164,0.001504,0.091806,0.386331,2.59,0.16363,1.34765,5.23969,curved,sharp
MVI_40963,55,96,801,896,516.39,514.6,0.9965,23.22,82.02,3.241,81.03,0.014203,0.001884,0.049196,0.161665,6.19,0.2148,1.15591,2.16387,curved,gentle
MVI_40963,56,41,821,861,99.91,95.37,0.9546,45.19,64.61,2.582,64.54,0.015188,0.01197,0.025024,0.102771,9.73,0.75055,1.71299,2.09659,curved,sharp
MVI_40963,57,61,821,881,172.35,166.38,0.9653,26.76,83.94,3.11,77.75,0.008831,0.006336,0.021136,0.034998,28.57,0.416,1.40487,3.07775,curved,gentle
MVI_40963,58,126,836,961,632.9,630.57,0.9963,24.94,79.17,3.043,76.07,0.007465,0.002767,0.015996,0.130837,7.64,0.26829,0.68634,1.84343,curved,gentle
MVI_40963,59,116,836,951,512.69,510.81,0.9963,18.95,61.58,2.71,67.75,0.006898,0.002624,0.015103,0.069052,14.48,0.22865,0.73877,1.21102,straight,gentle
MVI_40963,60,71,836,906,300.95,293.56,0.9755,63.22,102.0,3.482,87.06,0.009015,0.005363,0.0218,0.040785,24.52,0.67547,1.25945,1.77653,curved,sharp
MVI_40963,61,96,846,941,507.24,504.88,0.9954,8.5,71.87,3.095,77.36,0.009478,0.001823,0.034158,0.076213,13.12,0.21052,0.84659,1.90647,straight,straight
MVI_40963,62,111,866,976,514.22,513.02,0.9977,27.04,88.03,2.839,70.98,0.015254,0.001984,0.020922,0.269113,3.72,0.1975,0.57483,3.93286,curved,gentle
MVI_40963,63,76,871,946,332.02,324.65,0.9778,53.62,131.61,3.978,99.45,0.013273,0.00569,0.035291,0.089621,11.16,0.54072,2.03964,3.3193,curved,sharp
MVI_40963,64,111,881,991,492.74,490.25,0.995,57.46,113.23,2.898,72.44,0.007043,0.003687,0.017723,0.062115,16.1,0.29019,0.83129,3.44808,curved,sharp
MVI_40963,65,101,881,981,530.7,529.49,0.9977,15.08,96.74,3.118,77.95,0.017831,0.003625,0.06824,0.118154,8.46,0.27722,1.30354,2.37849,straight,gentle
MVI_40963,66,111,891,1001,593.27,591.24,0.9966,32.98,133.99,3.041,76.01,0.022471,0.003669,0.082457,0.172673,5.79,0.40017,1.43654,4.10371,curved,gentle
MVI_40963,67,76,891,966,168.8,163.65,0.9695,12.59,114.95,2.427,60.67,0.014594,0.013331,0.026435,0.046534,21.49,0.6625,1.67767,2.07378,curved,gentle
MVI_40963,68,81,901,981,344.75,337.5,0.979,31.43,127.81,3.881,97.02,0.010879,0.007847,0.02375,0.068292,14.64,0.72171,1.72575,2.34051,curved,gentle
MVI_40963,69,76,906,981,214.5,209.21,0.9753,32.35,123.8,2.946,73.64,0.016522,0.008161,0.043301,0.125441,7.97,0.5343,2.00841,2.95911,curved,gentle
MVI_40963,70,111,911,1021,548.39,545.43,0.9946,19.8,95.99,2.953,73.82,0.010064,0.004644,0.019926,0.101122,9.89,0.38305,1.17835,1.87645,straight,gentle
MVI_40963,71,81,926,1006,214.86,209.71,0.976,59.74,117.28,2.784,69.6,0.013359,0.006923,0.039588,0.058494,17.1,0.44836,1.69977,2.21805,curved,sharp
MVI_40963,72,81,926,1006,321.7,312.89,0.9726,52.53,160.2,3.544,88.59,0.016273,0.007395,0.046342,0.114561,8.73,0.77208,2.17899,4.37328,curved,sharp
MVI_40963,73,101,946,1046,474.21,471.86,0.9951,0.63,97.35,3.077,76.94,0.018119,0.002591,0.054356,0.193596,5.17,0.26352,1.596,2.76166,straight,straight
MVI_40963,74,81,956,1036,637.52,636.25,0.998,10.02,59.05,5.265,131.63,0.006868,0.001214,0.023749,0.042458,23.55,0.19786,1.05223,2.12382,straight,gentle
MVI_40963,75,101,961,1061,566.95,564.85,0.9963,11.92,115.04,3.417,85.43,0.022386,0.002045,0.080249,0.221425,4.52,0.31653,1.98289,2.93113,straight,gentle
MVI_40963,76,111,976,1086,530.35,528.98,0.9974,17.2,140.09,2.835,70.87,0.022199,0.002661,0.079326,0.21337,4.69,0.2704,1.37023,3.86971,straight,gentle
MVI_40963,77,101,986,1086,551.07,548.67,0.9956,32.57,101.94,3.14,78.51,0.015248,0.003669,0.037681,0.125523,7.97,0.42776,1.15462,1.82628,curved,gentle
MVI_40963,78,81,996,1076,601.18,594.51,0.9889,76.16,96.27,4.565,114.12,0.00916,0.001299,0.036373,0.063684,15.7,0.27229,1.52051,2.09187,curved,sharp
MVI_40963,79,71,1036,1106,300.33,290.67,0.9678,69.71,117.27,3.735,93.38,0.012802,0.008225,0.0245,0.07269,13.76,0.62845,1.93246,2.26798,curved,sharp
MVI_40963,80,36,1046,1081,125.35,121.94,0.9728,19.41,54.9,3.375,84.38,0.008646,0.006802,0.017688,0.024741,40.42,0.49544,1.82223,2.46094,straight,gentle
MVI_40963,81,96,1046,1141,602.41,596.69,0.9905,52.47,164.94,4.028,100.7,0.031781,0.003173,0.084019,0.367974,2.72,0.44733,2.18658,5.69948,curved,sharp
MVI_40963,82,96,1046,1141,487.08,485.52,0.9968,19.46,68.3,3.414,85.36,0.015421,0.001483,0.037475,0.248009,4.03,0.28739,0.9604,3.77016,straight,gentle
MVI_40963,83,96,1051,1146,674.33,672.5,0.9973,42.69,65.26,4.697,117.41,0.007403,0.001295,0.022494,0.056239,17.78,0.21306,1.0537,1.34006,curved,gentle
MVI_40963,84,76,1101,1176,509.52,508.93,0.9988,12.66,44.43,4.517,112.93,0.009484,0.001331,0.027696,0.156837,6.38,0.19775,0.71908,2.09635,straight,gentle
MVI_40963,85,101,1101,1201,184.33,178.74,0.9696,17.61,213.11,1.694,42.35,0.02636,0.020919,0.060113,0.098229,10.18,0.81039,2.26955,4.44648,curved,gentle
MVI_40963,86,96,1106,1201,498.23,496.37,0.9963,7.29,72.88,3.38,84.5,0.010174,0.001495,0.037174,0.080555,12.41,0.19714,0.95153,1.47447,straight,straight
MVI_40963,87,96,1121,1216,605.26,601.1,0.9931,23.85,92.82,3.986,99.65,0.010188,0.002782,0.027885,0.095339,10.49,0.43835,1.148,1.97919,curved,gentle
MVI_40963,88,71,1121,1191,304.79,296.78,0.9737,46.2,95.62,3.808,95.19,0.009853,0.006727,0.020427,0.056865,17.59,0.56613,1.52031,2.25445,curved,sharp
MVI_40963,89,91,1176,1266,553.32,550.75,0.9954,34.53,85.62,4.393,109.82,0.008598,0.003532,0.017763,0.131926,7.58,0.36827,1.05331,1.98926,curved,gentle
MVI_40963,90,61,1186,1246,493.41,485.33,0.9836,55.37,69.72,6.074,151.86,0.005084,0.002721,0.015843,0.040506,24.69,0.34892,1.6281,1.94006,curved,sharp
MVI_40963,91,71,1186,1256,305.04,298.45,0.9784,56.17,139.65,4.379,109.48,0.026621,0.00304,0.125903,0.202139,4.95,0.36136,3.68198,4.5875,curved,sharp
MVI_40963,92,126,1201,1326,597.48,586.04,0.9808,34.91,210.36,3.296,82.4,0.016475,0.007235,0.054015,0.095655,10.45,0.715,1.75188,2.8176,curved,gentle
MVI_40963,93,31,1206,1236,109.4,104.72,0.9572,65.91,72.18,3.506,87.65,0.012781,0.003702,0.038926,0.046953,21.3,0.40487,3.22098,3.6498,curved,sharp
MVI_40963,94,76,1231,1306,208.09,202.9,0.9751,28.24,106.27,2.995,74.86,0.018909,0.008082,0.054246,0.147738,6.77,0.55157,2.11234,4.34701,curved,gentle
MVI_40963,95,71,1256,1326,328.05,319.71,0.9746,45.63,117.21,4.614,115.34,0.012602,0.007,0.030676,0.08324,12.01,0.74116,1.83838,2.44225,curved,sharp
MVI_40963,96,81,1281,1361,477.11,475.4,0.9964,63.63,146.76,3.912,97.8,0.038177,0.002527,0.095697,0.494868,2.02,0.41599,2.30187,6.61006,curved,sharp
MVI_40963,97,46,1281,1326,117.66,114.95,0.9769,8.05,65.97,2.687,67.17,0.010553,0.009038,0.020202,0.02748,36.39,0.52289,1.46539,2.01694,straight,straight
MVI_40963,98,71,1286,1356,322.37,316.55,0.9819,48.51,109.85,4.11,102.76,0.011638,0.003449,0.030063,0.082725,12.09,0.5058,1.73015,2.28389,curved,sharp
MVI_40963,99,116,1291,1406,635.93,632.82,0.9951,0.4,167.73,3.59,89.75,0.023044,0.007232,0.061389,0.285855,3.5,0.56098,2.16585,3.70196,straight,straight
MVI_40963,100,46,1306,1351,121.55,119.41,0.9824,27.07,72.87,2.48,62.0,0.013121,0.01121,0.024595,0.054444,18.37,0.81644,1.50824,2.14424,curved,gentle
MVI_40963,101,96,1316,1411,533.63,529.4,0.9921,10.28,112.04,3.401,85.03,0.016416,0.002901,0.054401,0.146148,6.84,0.39675,1.32371,2.76855,straight,gentle
MVI_40963,102,71,1341,1411,308.23,300.33,0.9744,43.47,112.76,4.582,114.54,0.009402,0.005325,0.023006,0.040903,24.45,0.42019,1.96029,3.12557,curved,gentle
MVI_40963,103,66,1376,1441,203.64,197.49,0.9698,55.4,100.88,3.532,88.3,0.011228,0.007785,0.02586,0.06413,15.59,0.52165,1.83798,2.74959,curved,sharp
MVI_40963,104,161,1376,1536,708.2,702.45,0.9919,4.68,259.36,3.611,90.28,0.024355,0.005218,0.085246,0.255216,3.92,0.48338,2.29665,5.54058,straight,straight
MVI_40963,105,96,1406,1501,485.23,482.69,0.9948,132.95,156.32,3.14,78.49,0.013938,0.002137,0.01809,0.35563,2.81,0.2612,0.71242,4.55521,curved,sharp
MVI_40963,106,91,1416,1506,597.57,589.43,0.9864,27.29,101.25,4.721,118.04,0.008101,0.001755,0.021555,0.078495,12.74,0.27291,1.37983,3.03322,curved,gentle
MVI_40963,107,66,1421,1486,311.05,302.89,0.9738,70.36,89.14,4.286,107.16,0.007661,0.004073,0.025505,0.030791,32.48,0.5436,1.3345,1.87783,curved,sharp
MVI_40963,108,126,1441,1566,568.96,563.95,0.9912,81.97,249.87,2.68,67.0,0.029996,0.003114,0.083652,0.625377,1.6,0.24761,1.6668,7.86209,curved,sharp
MVI_40963,109,96,1446,1541,509.04,506.09,0.9942,18.45,99.18,3.384,84.61,0.013902,0.003708,0.044897,0.130617,7.66,0.31575,1.30023,2.4359,straight,gentle
MVI_40963,110,91,1461,1551,509.1,507.38,0.9966,31.06,61.26,3.588,89.69,0.01072,0.001943,0.03762,0.098933,10.11,0.1946,0.9066,1.62232,curved,gentle
MVI_40963,111,121,1466,1586,659.9,653.09,0.9897,4.95,171.26,3.244,81.11,0.01525,0.005589,0.05042,0.111715,8.95,0.49112,1.84655,4.11822,straight,straight
MVI_40963,112,131,1491,1621,691.04,686.86,0.994,35.01,69.27,3.025,75.64,0.005917,0.001987,0.015558,0.058744,17.02,0.19694,0.49362,2.34856,curved,gentle
MVI_40963,113,66,1491,1556,285.88,281.15,0.9835,32.2,94.3,3.991,99.76,0.009701,0.006298,0.020852,0.044539,22.45,0.60094,1.70585,2.89531,curved,gentle
MVI_40963,114,96,1496,1591,505.38,504.15,0.9976,4.51,48.22,3.475,86.87,0.005402,0.002748,0.015995,0.048968,20.42,0.21756,0.61567,1.07815,straight,straight
MVI_40963,115,101,1516,1616,490.5,488.71,0.9963,73.14,155.38,3.207,80.17,0.046672,0.002617,0.203588,0.441974,2.26,0.25175,3.45565,6.43986,curved,sharp
MVI_40963,116,46,1521,1566,133.7,131.19,0.9812,11.59,69.2,2.895,72.37,0.009841,0.008642,0.018931,0.029974,33.36,0.56604,1.47877,2.47843,straight,gentle
MVI_40963,117,71,1521,1591,326.55,318.17,0.9743,25.72,129.96,4.304,107.59,0.009714,0.008194,0.01695,0.046992,21.28,0.75233,1.7988,2.23313,curved,gentle
MVI_40963,118,81,1536,1616,530.75,525.3,0.9897,24.02,93.22,5.548,138.7,0.00654,0.002684,0.019302,0.059104,16.92,0.3713,1.6314,2.10401,curved,gentle
MVI_40963,119,131,1536,1666,560.51,558.38,0.9962,10.82,134.98,2.734,68.35,0.015574,0.003021,0.049241,0.192421,5.2,0.32805,1.0762,3.69867,straight,gentle
MVI_40963,120,96,1551,1646,524.75,524.13,0.9988,6.09,63.64,3.467,86.69,0.011077,0.002172,0.036434,0.124934,8.0,0.23873,0.78759,1.89958,straight,straight
MVI_40963,121,111,1556,1666,479.67,478.39,0.9973,18.83,105.58,2.562,64.06,0.023676,0.002025,0.080986,0.438954,2.28,0.19658,1.60366,5.54986,straight,gentle
MVI_40963,122,101,1561,1661,619.75,617.75,0.9968,16.46,75.95,3.899,97.47,0.00655,0.002514,0.022857,0.051708,19.34,0.29537,0.72509,2.36337,straight,gentle
MVI_40963,123,66,1561,1626,298.87,294.16,0.9842,34.65,90.38,4.061,101.54,0.008863,0.006587,0.018377,0.058906,16.98,0.60187,1.27191,2.31156,curved,gentle
MVI_40963,124,106,1581,1686,666.31,664.67,0.9975,20.12,120.46,4.115,102.88,0.015269,0.00298,0.0264,0.226928,4.41,0.38748,1.12163,4.00073,curved,gentle
MVI_40963,125,116,1581,1696,535.1,533.67,0.9973,22.72,93.07,3.071,76.79,0.014185,0.002994,0.047789,0.146479,6.83,0.30889,1.02562,2.28461,curved,gentle
MVI_40963,126,51,1581,1631,207.83,204.4,0.9835,22.88,51.09,4.467,111.68,0.00509,0.00346,0.011831,0.023591,42.39,0.23611,1.03728,1.95405,curved,gentle
MVI_40963,127,101,1591,1691,498.47,495.81,0.9947,23.44,142.5,3.044,76.09,0.02756,0.004439,0.090427,0.260182,3.84,0.43572,1.77717,3.3911,curved,gentle
MVI_40963,128,51,1596,1646,154.77,147.04,0.9501,68.26,98.58,3.09,77.24,0.013611,0.010561,0.025961,0.056021,17.85,0.78327,1.87264,3.01428,curved,sharp
MVI_40963,129,71,1606,1676,331.05,319.64,0.9655,51.58,149.12,4.433,110.83,0.014393,0.007283,0.03247,0.083964,11.91,0.8277,2.33811,4.70393,curved,sharp
MVI_40963,130,101,1626,1726,514.54,512.39,0.9958,7.23,89.12,3.014,75.36,0.013747,0.002869,0.042265,0.073643,13.58,0.41192,1.12108,1.6777,straight,straight
MVI_40963,131,121,1626,1746,695.75,691.26,0.9935,57.34,122.86,3.548,88.7,0.012538,0.002392,0.040719,0.090664,11.03,0.27191,1.35773,2.38451,curved,sharp
MVI_40963,132,71,1671,1741,318.5,309.04,0.9703,61.18,140.05,4.23,105.75,0.01522,0.005805,0.044855,0.069916,14.3,0.48838,2.22293,5.28074,curved,sharp
MVI_40963,133,106,1686,1791,574.83,567.38,0.987,50.63,88.45,4.056,101.39,0.005938,0.00161,0.020983,0.037715,26.51,0.2324,1.02046,2.06032,curved,sharp
MVI_40963,134,36,1696,1731,184.69,183.09,0.9913,39.44,42.79,5.149,128.72,0.004681,0.003077,0.011481,0.022694,44.06,0.29495,1.7289,2.72623,curved,gentle
MVI_40963,135,86,1711,1796,513.66,513.18,0.9991,32.35,63.97,3.624,90.6,0.017028,0.002125,0.028974,0.193277,5.17,0.21437,0.6215,2.58991,curved,gentle
MVI_40963,136,86,1721,1806,519.68,518.75,0.9982,21.15,58.49,3.928,98.19,0.014104,0.000886,0.031758,0.296614,3.37,0.12233,0.84756,3.97723,curved,gentle
MVI_40963,137,46,1721,1766,145.96,142.85,0.9787,15.36,66.58,3.157,78.91,0.008725,0.006465,0.018313,0.023945,41.76,0.57921,1.46932,2.2086,straight,gentle
MVI_40963,138,95,1726,1820,468.76,467.59,0.9975,2.15,56.82,2.717,67.94,0.006943,0.001874,0.017435,0.064533,15.5,0.25185,0.70512,1.24203,straight,straight
MVI_40963,139,80,1741,1820,362.76,361.5,0.9965,23.07,53.67,3.219,80.46,0.008209,0.001555,0.02144,0.066304,15.08,0.19502,0.87183,2.31723,curved,gentle
MVI_40963,140,46,1751,1796,202.41,200.01,0.9882,40.64,45.56,4.727,118.17,0.005012,0.004057,0.011322,0.01834,54.53,0.478,1.02101,1.59559,curved,gentle
MVI_40963,141,46,1771,1816,175.01,170.96,0.9769,23.17,70.64,3.894,97.36,0.009626,0.005916,0.018292,0.063352,15.78,0.68265,1.48601,2.7013,curved,gentle
MVI_40963,142,45,1776,1820,77.93,77.37,0.9927,36.33,84.38,1.84,45.99,0.023308,0.007689,0.081181,0.161222,6.2,0.41065,1.39398,2.24455,curved,gentle
MVI_40963,143,25,1796,1820,24.07,23.13,0.9608,71.06,90.42,0.661,16.53,0.097686,0.043958,0.262847,0.287515,3.48,1.175,4.09553,4.34796,curved,sharp
MVI_40963,144,10,1811,1820,58.86,58.66,0.9966,16.67,16.67,6.509,162.73,0.005075,0.005107,0.00588,0.006145,162.74,0.82792,0.89686,0.92361,unknown,unknown
MVI_40981,1,6,1,6,4.92,4.92,1.0,0.0,0.01,0.983,24.59,2.4e-05,2.4e-05,4.8e-05,4.8e-05,20803.95,0.00059,0.00118,0.00118,unknown,unknown
MVI_40981,2,46,1,46,65.63,63.34,0.965,24.71,69.7,1.12,27.99,0.031379,0.011403,0.079003,0.104651,9.56,0.39732,1.87702,2.57288,curved,gentle
MVI_40981,3,56,1,56,138.09,135.19,0.979,44.09,85.17,2.711,67.78,0.014561,0.008344,0.036989,0.065714,15.22,0.55344,1.80519,2.62719,curved,gentle
MVI_40981,4,91,6,96,568.61,560.94,0.9865,58.96,118.47,4.972,124.29,0.012384,0.003719,0.037325,0.106298,9.41,0.49238,1.44772,2.98798,curved,sharp
MVI_40981,5,106,11,116,564.3,559.49,0.9915,57.29,125.45,3.715,92.88,0.017501,0.003664,0.063378,0.232107,4.31,0.3868,1.82695,3.22336,curved,sharp
